route_id,agency_id,route_short_name,route_long_name,route_type
rab-14-685-1,rab-RAB,685,,3
rab-14-070-1,rab-RAB,R70,,3
rab-14-700-1,rab-RAB,700,,3
rab-14-780-1,rab-RAB,680,,3
rab-14-080-1,rab-RAB,R80,,3
rab-14-800-1,rab-RAB,800,,3
rab-14-810-1,rab-RAB,1,,3
rab-14-090-1,rab-RAB,R90,,3
rab-14-095-1,rab-RAB,S95,,3
rab-24-019-1,rab-RAB,19,,3
rab-24-308-1,rab-RAB,308,,3
rab-24-310-1,rab-RAB,310,,3
rab-24-311-1,rab-RAB,311,,3
rab-24-312-1,rab-RAB,312,,3
rab-24-313-1,rab-RAB,313,,3
rab-24-319-1,rab-RAB,319,,3
rab-24-320-1,rab-RAB,320,,3
rab-24-329-1,rab-RAB,329,,3
rab-24-330-1,rab-RAB,330,,3
rab-24-421-1,rab-RAB,7421,,3
rab-24-422-1,rab-RAB,7422,,3
rab-24-424-1,rab-RAB,7424,,3
rab-24-425-1,rab-RAB,7425,,3
rab-24-601-1,rab-RAB,501,,3
rab-24-602-1,rab-RAB,502,,3
rab-24-603-1,rab-RAB,503,,3
rab-24-604-1,rab-RAB,504,,3
rab-24-610-1,rab-RAB,510,,3
rab-24-645-1,rab-RAB,545,,3
rab-24-650-1,rab-RAB,550,,3
rab-24-656-1,rab-RAB,556,,3
rab-24-665-1,rab-RAB,665,,3
rab-24-670-1,rab-RAB,670,,3
rab-24-675-1,rab-RAB,675,,3
rab-24-791-1,rab-RAB,791,,3
rab-24-792-1,rab-RAB,792,,3
rab-24-793-1,rab-RAB,793,,3
rab-24-794-1,rab-RAB,794,,3
rab-24-795-1,rab-RAB,N80,,3
rab-34-851-1,rab-RAB,A,,3
rab-34-852-1,rab-RAB,B,,3
rab-34-863-1,rab-RAB,C,,3
rab-34-864-1,rab-RAB,D,,3
rab-34-865-1,rab-RAB,E,,3
rab-34-867-1,rab-RAB,F,,3
rab-34-870-1,rab-RAB,RB26,,3
rab-34-871-1,rab-RAB,RB27,,3
rab-34-874-1,rab-RAB,RB42,,3
rab-34-875-1,rab-RAB,RB53,,3
rab-34-877-1,rab-RAB,RB63,,3
rab-34-878-1,rab-RAB,RB74,,3
rab-34-879-1,rab-RAB,RB93,,3
rab-34-880-1,rab-RAB,RE2,,3
rab-34-881-1,rab-RAB,RE5,,3
rab-34-882-1,rab-RAB,RE7,,3
rab-34-883-1,rab-RAB,RE14a,,3
rab-34-884-1,rab-RAB,RE14b,,3
rab-34-886-1,rab-RAB,RE55,,3
rab-34-887-1,rab-RAB,RS21,,3
rab-34-888-1,rab-RAB,RE3,,3
rab-34-889-1,rab-RAB,RE6a,,3
rab-34-902-1,rab-RAB,RE200,,3
rab-34-904-1,rab-RAB,MEX90,,3
rab-34-905-1,rab-RAB,RB31,,3
rab-34-908-1,rab-RAB,RB53a,,3
rab-34-915-1,rab-RAB,S1Bre,,3
rab-34-917-1,rab-RAB,S11,,3
rab-34-918-1,rab-RAB,RB30,,3
rab-34-920-1,rab-RAB,434920,,3
rab-34-973-1,rab-RAB,S1E,,3
rab-34-974-1,rab-RAB,S2E,,3
rab-34-975-1,rab-RAB,S3E,,3
rab-34-976-1,rab-RAB,S4E,,3
rab-34-977-1,rab-RAB,S5E,,3
rab-34-978-1,rab-RAB,S6E,,3
rab-34-979-1,rab-RAB,S60E,,3
rab-34-981-1,rab-RAB,SEV1,,3
rab-34-983-1,rab-RAB,S2X,,3
rab-34-984-1,rab-RAB,434984,,3
rab-34-987-1,rab-RAB,S6X,,3
vsb-10-001-1,Default,1,,3
vsb-10-010-1,Default,10,,3
vsb-10-101-1,Default,DS1,,3
vsb-10-102-1,Default,DS2,,3
vsb-10-103-1,Default,DS3,,3
vsb-10-011-1,Default,11,,3
vsb-10-012-1,Default,12,,3
vsb-10-013-1,Default,13,,3
vsb-10-014-1,Default,14,,3
vsb-10-015-1,Default,15,,3
vsb-10-016-1,Default,16,,3
vsb-10-002-1,Default,2,,3
vsb-10-025-1,Default,25,,3
vsb-10-026-1,Default,26,,3
vsb-10-027-1,Default,27,,3
vsb-10-028-1,Default,28,,3
vsb-10-003-1,Default,3,,3
vsb-10-004-1,Default,4,,3
vsb-10-005-1,Default,5,,3
vsb-10-500-1,Default,500,,3
vsb-10-530-1,Default,530,,3
vsb-10-540-1,Default,540,,3
vsb-10-055-1,Default,55,,3
vsb-10-056-1,Default,56,,3
vsb-10-560-1,Default,560,,3
vsb-10-590-1,Default,590,,3
vsb-10-595-1,Default,595,,3
vsb-10-006-1,Default,6,,3
vsb-10-640-1,Default,640,,3
vsb-10-650-1,Default,650,,3
vsb-10-651-1,Default,651,,3
vsb-10-655-1,Default,655,,3
vsb-10-660-1,Default,660,,3
vsb-10-680-1,Default,680,,3
vsb-10-007-1,Default,7,,3
vsb-10-750-1,Default,750,,3
vsb-10-760-1,Default,760,,3
vsb-10-770-1,Default,770,,3
vsb-10-775-1,Default,775,,3
vsb-10-008-1,Default,8,,3
vsb-10-820-1,Default,820,,3
vsb-10-850-1,Default,850,,3
vsb-10-855-1,Default,855,,3
vsb-10-860-1,Default,860,,3
vsb-10-870-1,Default,870,,3
vsb-10-009-1,Default,9,,3
vsb-10-900-1,Default,900,,3
vsb-10-910-1,Default,910,,3
vsb-10-911-1,Default,911,,3
vsb-10-912-1,Default,912,,3
vsb-10-913-1,Default,913,,3
vsb-10-914-1,Default,914,,3
vsb-10-950-1,Default,950,,3
vhb-0-001-1,vhb-SW-KN,1,Staad/Autofähre - Klinikum Konstanz - Paradies - Bahnhof - Klinikum Konstanz - Staad/Autofähre,3
vhb-0-011-1,vhb-SW-KN,11,(Staad/Autofähre) - Universität - Bahnhof Wollmatingen,3
vhb-0-012-1,vhb-SW-KN,12,Bahnhof - Zähringerplatz - Fürstenberg - Schwaketen,3
vhb-0-0123-1,vhb-SW-KN,12/3,Bahnhof - Schwaketen - Berchengebiet - Bahnhof,3
vhb-0-134-1,vhb-SW-KN,13/4,Bahnhof - Industriegebiet - Bhf. Wollmatingen - Vororte - Mainau - Egg/Universität - Bahnhof,3
vhb-0-014-1,vhb-SW-KN,14,Laube - Königsbau - Pfeiferhölzle,3
vhb-0-015-1,vhb-SW-KN,15,Staad - Zähringerplatz - Industriegebiet - Bahnhof Wollmatingen,3
vhb-0-002-1,vhb-SW-KN,2,Wollmatingen - Zähringerplatz - Laube - Bahnhof - Zähringerplatz - Wollmatingen,3
vhb-0-003-1,vhb-SW-KN,3,Bahnhof - Zähringerplatz - Fürstenberg - Berchengebiet,3
vhb-0-413-1,vhb-SW-KN,4/13,Bahnhof - Egg/Universität - Mainau - Vororte - Bhf. Wollmatingen - Industriegebiet - Bahnhof,3
vhb-0-005-1,vhb-SW-KN,5,Bahnhof - Paradies - Sternenplatz - Bodensee-Therme,3
vhb-0-006-1,vhb-SW-KN,6,Litzelstetten / ZfP Reichenau / Wollmatingen - Industriegebiet - Bahnhof,3
vhb-0-009-1,vhb-SW-KN,9,Bahnhof - Sonnenbühl / Friedrichstraße - Universität,3
vhb-0-0CS-1,vhb-SW-KN,CS,Bahnhof-  Bodenseeforum - Europabrücke - Line-Eid-Straße,3
vhb-0-00N-1,vhb-SW-KN,N,Nachtschwärmer,3
vhb-2-100-1,vhb-LRAKN,100,Hecheln - Mühlingen - Stockach,3
vhb-2-100s-1,vhb-LRAKN,100S,Schulbezogener Verkehr Hoppetenzell - Mühlingen - Hecheln - Zoznegg - Hoppetenzell,3
vhb-2-101-1,vhb-LRAKN,101,Stockach -  Hohenfels - Stockach,3
vhb-2-101s-1,vhb-LRAKN,101S,Schulbezogener Verkehr Liggersdorf -  Mindersdorf - Stockach,3
vhb-2-102-1,vhb-LRAKN,102,Eigeltingen - Heudorf,3
vhb-2-102s-1,vhb-LRAKN,102S,Schulbezogener Verkehr Engen/Eigeltingen - Heudorf,3
vhb-2-103-1,vhb-LRAKN,103,Schnellbus Stockach - Tuttlingen,3
vhb-2-104-1,vhb-LRAKN,104,Stockach - Raithaslach - Heudorf,3
vhb-2-105-1,vhb-LRAKN,105,Stahringen - Bodman - Ludwigshafen - Stockach,3
vhb-2-106-1,vhb-LRAKN,106,Bodman-Ludwigshafen - Wahlwies,3
vhb-2-200-1,vhb-LRAKN,200,''Höribus''    Stein a.R. (CH) - Öhningen - Gaienhofen - Radolfzell,3
vhb-2-200s-1,vhb-LRAKN,200S,Schulbezogener Verkehr ''Höribus''   Richtung Radolfzell/Rielasingen,3
vhb-2-201-1,vhb-LRAKN,201,Öhningen - Schienen - Moos (-Radolfzell),3
vhb-2-202-1,vhb-LRAKN,202,Steißlingen - Radolfzell,3
vhb-2-203-1,vhb-LRAKN,203,Dettingen - Langenrain - Allensbach - Konstanz,3
vhb-2-2031-1,vhb-LRAKN,203S,Schulbezogener Verkehr   Allensbach - Konstanz,3
vhb-2-203a-1,vhb-LRAKN,203,Dettingen - Langenrain - Allensbach - Konstanz,3
vhb-2-203S-1,vhb-LRAKN,203,Dettingen - Langenrain - Allensbach - Konstanz,3
vhb-2-203V-1,vhb-LRAKN,203,Dettingen - Langenrain - Allensbach - Konstanz,3
vhb-2-204-1,vhb-LRAKN,204,Waldsiedlung/Konstanz - Insel Reichenau -  Reichenau Waldsiedlung/Konstanz,3
vhb-2-205-1,vhb-LRAKN,205,Radolfzell - Böhringen - Singen EKZ - Singen,3
vhb-2-300-1,vhb-LRAKN,300,Tengen - Hilzingen - Singen,3
vhb-2-301-1,vhb-LRAKN,301,Wiechs a. R. - Tengen - Engen,3
vhb-2-302-1,vhb-LRAKN,302,Engen - Hilzingen - Singen,3
vhb-2-303-1,vhb-LRAKN,303,Eigeltingen - Aach - Engen,3
vhb-2-304-1,vhb-LRAKN,304,Engen - Bargen - Stetten - Engen,3
vhb-2-305-1,vhb-LRAKN,305,Bittelbrunn - Engen,3
vhb-2-306-1,vhb-LRAKN,306,Engen - Mühlhausen-Ehingen - Schlatt,3
vhb-2-307-1,vhb-LRAKN,307,Biesendorf - Engen,3
vhb-2-308-1,vhb-LRAKN,308,Engen Bahnhof - Maierhalde - Vögtleshalde - Engen Bahnhof,3
vhb-2-400-1,vhb-LRAKN,400,Stockach - Orsingen-Nenzingen - Eigeltingen - Volkertshausen - Singen,3
vhb-2-401-1,vhb-LRAKN,401,Stockach - (Wahlwies-) Orsingen-Nenzingen - Steißlingen - Singen,3
vhb-2-402-1,vhb-LRAKN,402,Moos (Höri) - Rielasingen-Worblingen - Singen,3
vhb-2-403-1,vhb-LRAKN,403,Büsingen - Gailingen - Gottmadingen - Singen,3
vhb-2-404-1,vhb-LRAKN,404,Riedheim - Hilzingen - Gottmadingen - Singen,3
vhb-3-001-1,vhb-SINGEN,1,Max-Porzig-Str. - Anton-Bruckner-Str. - Erzbergerstr. - Bahnhof,3
vhb-3-010-1,vhb-SINGEN,10,Friedhof Singen - Klinikum - Ekkehardstr. - Hohentwielstadion - Alu - Bahnhof,3
vhb-3-002-1,vhb-SINGEN,2,Feldbergstr.-Hohenhewenstr.-Liebfrauenkirche-Ekkehardstr. (Erzbergerstra�e)Bahnhof,3
vhb-3-003-1,vhb-SINGEN,3,Feldbergstr. - Am Posthaltersw�ldle - Kreuzensteinstr. - Bahnhof,3
vhb-3-004-1,vhb-SINGEN,4,Bahnhof - Rielasinger Str. - G-F-Str. - Freiburger Str.(-Konstanzer Str.),3
vhb-3-005-1,vhb-SINGEN,5,Berliner Platz - Worblinger Str. - Rielasinger Str. - Bahnhof,3
vhb-3-006-1,vhb-SINGEN,6,Berliner Platz - Masuren Str. - Stei�linger Str. - G�terstr. - Bahnhof,3
vhb-3-007-1,vhb-SINGEN,7,Bohlingen - �berlingen am Ried - Bf Industriegebiet - Singen Bahnhof,3
vhb-3-008-1,vhb-SINGEN,8,Singen Bhf-Rathaus-Laga-Hohentwiel,3
vhb-3-009-1,vhb-SINGEN,9,Schlatt unter Kr�hen - Hausen a.d.A. - Singen,3
vhb-4-001-1,vhb-SW-RZ,1,ZOB � Nordweststadt � Nordstadt � ZOB Radolfzell ZOB-Radolfzell ZOB,3
vhb-4-002-1,vhb-SW-RZ,2,ZOB � Nordstadt � Nordweststadt � ZOB Radolfzell ZOB-Radolfzell ZOB,3
vhb-4-003-1,vhb-SW-RZ,3,ZOB � B�hringen � ZOB Radolfzell ZOB-Radolfzell ZOB,3
vhb-4-004-1,vhb-SW-RZ,4,ZOB � Stahringen � ZOB Radolfzell ZOB-Radolfzell ZOB,3
vhb-4-005-1,vhb-SW-RZ,5,ZOB � Markelfingen � ZOB Radolfzell ZOB-Radolfzell ZOB,3
vhb-4-006-1,vhb-SW-RZ,6,ZOB � Weinburg � ZOB Radolfzell ZOB-Radolfzell ZOB,3
vvr-2-021-1,Default,2021,,3
vvr-3-435-1,Default,34/35,,3
vvr-5-001-1,Default,1,,3
vvr-5-002-1,Default,2,,3
vvr-5-022-1,Default,2S,,3
vvr-5-003-1,Default,3,,3
vvr-5-004-1,Default,4,,3
vvr-5-046-1,Default,46,,3
vvr-5-049-1,Default,49,,3
vvr-5-005-1,Default,5,,3
vvr-5-051-1,Default,1S,,3
vvr-5-052-1,Default,49S,,3
vvr-5-054-1,Default,4S,,3
tvv-1-001-1,tvv-1,1,Ringlinie Brunnental - Lohmehlen - ZOB - Bahnhof - Möhringen Vorstadt,3
tvv-1-010-1,tvv-1,10,,3
tvv-1-102-1,tvv-1,102,Aldingen - Spaichingen - Balgheim - Dürbheim - Rietheim - Weilheim,3
tvv-1-105-1,tvv-1,105,Aldingen - Spaichingen - Wurmlingen - Tuttlingen,3
tvv-1-011-1,tvv-1,11,,3
tvv-1-110-1,tvv-1,110,Trossingen - Talheim - Eßlingen - Tuttlingen,3
tvv-1-112-1,tvv-1,112,Trossingen - Talheim - Eßlingen - Tuttlingen,3
tvv-1-115-1,tvv-1,115,Stadtrunde Trossingen,3
tvv-1-117-1,tvv-1,117,Talheim - Tuningen - Weigheim - Trossingen,3
tvv-1-120-1,tvv-1,120,Trossingen - Schura - Durchhausen - Seitingen-Oberflacht - Tuttlingen,3
tvv-1-122-1,tvv-1,122,Trossingen - Schura - Durchhausen - Seitingen - Oberflacht - Wurmlingen - Tuttlingen,3
tvv-1-130-1,tvv-1,130,Spaichingen - Hausen o.V. - Gunningen - Durchhausen - Schura - Trossingen,3
tvv-1-132-1,tvv-1,132,Trossingen - Schura,3
tvv-1-135-1,tvv-1,135,Stadtrunde Spaichingen,3
tvv-1-140-1,tvv-1,140,Trossingen - Aldingen,3
tvv-1-142-1,tvv-1,142,Trossingen - Aldingen Schülerverkehr,3
tvv-1-147-1,tvv-1,147,,3
tvv-1-150-1,tvv-1,150,Aixheim - Aldingen,3
tvv-1-160-1,tvv-1,160,Aixheim - Trossingen,3
tvv-1-002-1,tvv-1,2,Ringlinie Thiergarten - ZOB - Lohmehlen - Brunnental - ZOB - Altwegen,3
tvv-1-210-1,tvv-1,210,Frittlingen - Aldingen,3
tvv-1-212-1,tvv-1,212,Wehingen - Gosheim - Wilflingen - Wellendingen - Frittlingen,3
tvv-1-220-1,tvv-1,220,(Schömberg -) Deilingen - Wehingen - Gosheim - Denkingen - Aldingen,3
tvv-1-222-1,tvv-1,222,Deilingen - Wehingen - Gosheim - Aldingen,3
tvv-1-230-1,tvv-1,230,Königsheim - Böttingen - Rietheim - Spaichingen,3
tvv-1-232-1,tvv-1,232,,3
tvv-1-240-1,tvv-1,240,Wehingen - Böttingen - Mahlstetten - Mühlheim,3
tvv-1-242-1,tvv-1,242,(Gosheim -) Wehingen - Bubsheim - Böttingen - Mahlstetten Schülerverkehr,3
tvv-1-250-1,tvv-1,250,(Gosheim -) Wehingen - Königsheim - Mühlheim,3
tvv-1-252-1,tvv-1,252,Wehingen - Königsheim - Mühlheim,3
tvv-1-003-1,tvv-1,3,Bahnhof - ZOB - Altwegen,3
tvv-1-310-1,tvv-1,310,Fridingen - Mühlheim - Stetten - Nendingen - Tuttlingen,3
tvv-1-312-1,tvv-1,312,"Nendingen, Bahnhof - Nendingen, Altentalstraße",3
tvv-1-315-1,tvv-1,315,(Beuron -) Irndorf- Bärenthal - Fridingen,3
tvv-1-320-1,tvv-1,320,Buchheim - Fridingen,3
tvv-1-330-1,tvv-1,330,Neuhausen - Fridingen,3
tvv-1-332-1,tvv-1,332,Neuhausen - Mühlheim,3
tvv-1-340-1,tvv-1,340,Neuhausen - Tuttlingen,3
tvv-1-345-1,tvv-1,345,Volkertsweiler - Neuhausen,3
tvv-1-347-1,tvv-1,347,,3
tvv-1-350-1,tvv-1,350,Liptingen - Emmingen - Tuttlingen,3
tvv-1-352-1,tvv-1,352,Liptingen - Emmingen,3
tvv-1-004-1,tvv-1,4,,3
tvv-1-405-1,tvv-1,405,Tuttlingen - Möhringen - Immendingen,3
tvv-1-410-1,tvv-1,410,Möhringen - Hattingen - Mauenheim - Immendingen,3
tvv-1-420-1,tvv-1,420,Hintschingen - Zimmern - Immendingen,3
tvv-1-430-1,tvv-1,430,Gutmadingen - Geisingen - Hausen,3
tvv-1-440-1,tvv-1,440,"Leipferdingen, Rathaus -  Leipferdingen, Bahnhof",3
tvv-1-445-1,tvv-1,445,Leipferdingen - Hintschingen - Immendingen,3
tvv-1-450-1,tvv-1,450,Ippingen - Bachzimmern - Immendingen,3
tvv-1-005-1,tvv-1,5,Koppenland - Bahnhof - ZOB - Klinikum,3
tvv-1-007-1,tvv-1,7,Möhringen - Möhringen Vorstadt - Tuttlingen,3
tvv-1-008-1,tvv-1,8,Wurmlingen - ZOB - Pfaffentäle,3
tvv-1-009-1,tvv-1,9,,3
din-20-212-1,din-83,212,Laupheim - Achstetten - Dellmensingen,3
din-20-216-1,din-83,216,Bad Wurzach - Biberach,3
din-20-216e-1,din-83,216E,Linienbedarfsverkehr Schülerverkehr Eberhardzell,3
din-20-217-1,din-83,217,Biberach - Unteressendorf - Winterstettendorf,3
din-20-220-1,din-83,220,Stadtverkehr Laupheim Rabenstraße - Bronner Berg - ZOB/Stadtbahnhof,3
din-20-221-1,din-83,221,Stadtverkehr Laupheim ZOB/Stadtbahnhof - Rabenstraße - Schlatt - ZOB/Stadtbahnhof,3
din-20-222-1,din-83,222,Schemmerberg - Laupheim,3
din-20-226-1,din-83,226,Laupheim - Schönebürg,3
din-20-227-1,din-83,227,Bihlafingen - Laupheim,3
din-20-229-1,din-83,229,Schemmerberg - Laupheim,3
din-20-023-1,din-83,23,Ulm - Illerkirchberg - Staig - Schnürpflingen - Vöhringen,3
din-20-024-1,din-83,24,Laupheim - Staig - Illerkirchberg - Ulm,3
din-20-240-1,din-83,240,Wain - Laupheim,3
din-20-030e-1,din-83,30,Heidenheim - Steinheim,3
din-20-316-1,din-51,316,Ehingen - Kirchen - Lauterach - Ehingen,3
din-20-318-1,din-83,318,Biberach - Ehingen mit Ortslinienverkehr Schemmerhofen,3
din-20-321-1,din-51,321,Stadtverkehr Munderkingen Nord,3
din-20-325-1,din-51,325,Munderkingen - Untermarchtal - Erbstetten,3
din-20-326-1,din-51,326,Munderkingen - Oberstadion - Attenweiler,3
din-20-328-1,din-51,328,Dietershausen - Hausen - Munderkingen,3
din-20-329-1,din-51,329,Datthausen - Obermarchtal - Munderkingen,3
din-20-333-1,din-67,333,Schelklingen - Mehrstetten,3
din-20-334-1,din-67,334,Laichingen - Heroldstatt - Schelklingen (- Ehingen),3
din-20-335-1,din-67,335,Merklingen - Laichingen - Heroldstatt - Münsingen,3
din-20-035e-1,din-83,35,Göppingen - Böhmenkirch - Heidenheim,3
din-20-391-1,din-83,391,Ittenhausen - Riedlingen und zurück,3
din-20-392-1,din-83,392,Ittenhausen - Langenenslingen,3
din-20-040-1,din-83,40,Heidenheim - Ochsenberg - Oberkochen,3
din-20-041-1,din-83,41,(Heidenheim -) Zang - Königsbronn - Heidenheim,3
din-20-046-1,din-83,46,Geislingen - Amstetten - Ulm,3
din-20-461-1,din-83,461,Luizhausen - Amstetten,3
din-20-469-1,din-83,469,Amstetten - Bräunisheim - Schalkstetten,3
din-20-050-1,din-83,50,Demmingen - Dischingen - Nattheim - Heidenheim,3
din-20-501-1,din-83,50_1,Ortslinienverkehr Dischingen,3
din-20-051-1,din-83,51,Neresheim - Auernheim - Nattheim - Heidenheim,3
din-20-052-1,din-83,52,Neresheim - Kleinkuchen - Großkuchen - Nietheim - Heidenheim,3
din-20-589a-1,din-83,589a,nauBus Langenau Bahnhof - Naubad - Friedhof und zurück,3
din-20-589b-1,din-83,589b,nauBus Langenau Bahnhof - Gesundheitszentrum - Am Höhenblick und zurück,3
din-20-589c-1,din-83,589c,nauBus Langenau Bhf. - Lausitzer Str. - Kurze Str. - Gesundheitszentrum - Bhf.,3
din-20-70D-1,din-83,70,Illertissen - Dietenheim - Illerkirchberg - Ulm,3
din-20-70He-1,din-83,70,Gerstetten - Dettingen - Bolheim - Heidenheim,3
din-20-723-1,din-83,723,Illerzell - Vöhringen - Dietenheim - Illerzell,3
din-20-724-1,din-83,724,Wiblingen - Illerkirchberg - Senden,3
din-20-074-1,din-83,74,Wiblingen - Unterweiler - Altheim/Staig - Illerkirchberg - Wiblingen,3
din-20-075e-1,din-83,75,Gussenstadt - Gerstetten - Heidenheim,3
din-20-076-1,din-83,76,Sontbergen - Gerstetten / Gerstetten - Sontbergen,3
din-21-001e-1,din-86,1,Hauderboschen - Fünf Linden - ZOB - Talfeld - Frei- und Hallensportbad,3
din-21-010e-1,din-86,10,Mittelbiberach - Reute - Rindenmoos - Rißegg - Biberach,3
din-21-011e-1,din-86,11,Bad Buchau - Tiefenbach - Stafflangen - Mittelbiberach - Biberach,3
din-21-002e-1,din-86,2,Birkenhard - Warthausen - Aspach - Boehringer - ZOB - Hauderboschen - Fünf Linden,3
din-21-003e-1,din-86,3,Lupinstraße - Dollinger Realschule - ZOB - Amriswilstraße - Stadtfriedhof,3
din-21-004-1,din-86,4,Rindenmoos - Stadtfriedhof - ZOB - Gewerbegebiet Flugplatz,3
din-21-005e-1,din-86,5,Laupertshausen - Mettenberg - ZOB - Rißegg - Rindenmoos,3
din-21-006e-1,din-86,6,Holzmarkt - ZOB - Liebherr - ZOB - Marktplatz,3
din-21-009-1,din-86,E,Einsatzbus,3
din-21-901-1,din-86,AST1,Anrufsammeltaxi (AST1) Mittelberg - Rindenmoss - Rißegg,3
din-21-901-2,din-74,AST1,Anrufsammeltaxi (AST1) Mittelberg - Rindenmoss - Rißegg,3
din-21-901-3,din-86,AST1,Anrufsammeltaxi (AST1) Mittelberg - Rindenmoss - Rißegg,3
din-21-902-1,din-86,AST2,Anrufsammeltaxi (AST2) Talfeld-Bergerhausen- Bachlangen-Mettenberg-Birkendorf,3
din-21-903-1,din-86,AST3,Anrufsammeltaxi (AST3)  Mittelbiberach-Stafflangen,3
din-21-905-1,din-86,AST5,Anrufsammeltaxi (AST5) Weißes Bild - Warthausen - Birkenhard,3
din-22-270-1,din-73,270,Biberach - Bad Schussenried - Bad Saulgau,3
din-22-271-1,din-73,271,Bad Schussenried - Kürnbach - Otterswang - Hopferbach - Bad Schussenried,3
din-23-272-1,din-81,272,Aulendorf - Bad Schussenried - Bad Buchau - Riedlingen,3
din-23-280-1,din-81,280,Bad Saulgau - Bad Buchau,3
din-23-281-1,din-81,281,Bad Buchau - Seekirch - Alleshausen - Bad Buchau,3
din-23-282-1,din-81,282,Bad Buchau - Allmannsweiler,3
din-44-P07-1,din-68,Pf 7,Neu-Ulm - Ludwigsfeld - Pfuhler Ried - Finningen - Holzschwang - Gerlenhofen - Reutti - Neu-Ulm,3
din-46-AF1-1,din-83,ADK1,Rufbus Alb-Donau-Kreis Ehingen - Griesingen - Kirchbierlingen - Rißtissen,3
din-46-AF2-1,din-83,ADK2,Rufbus Alb-Donau-Kreis Ehingen - Allmendingen - Öpfingen - Pfraunstetten,3
din-46-AF3-1,din-83,ADK3,Rufbus Alb-Donau-Kreis Ehingen - Stetten - Kirchen - Rottenacker,3
din-46-AF5-1,din-83,ADK5,Rufbus Alb-Donau-Kreis Neuburg - Rechtenstein - Obermarchtal - Munderkingen,3
din-46-AF6-1,din-83,ADK6,Rufbus Alb-Donau-Kreis Munderkingen - Emerk. - Oberstadion - Grundsheim,3
din-59-870-1,din-32,870,Ulm - Straß - Ichenhausen,3
din-67-001-1,din-44,1,Zanger Berg - Heckental - ZOH - Schnaitheim - Wehrenfeld,3
din-67-002-1,din-44,2,Hansegisreute - Haintal - ZOH - Reute - Zanger Berg,3
din-67-003-1,din-44,3,Zanger Berg - Reute - ZOH - Haintal - Altenheim,3
din-67-004-1,din-44,4,Mergelstetten - Erbisberg - ZOH - Osterholz,3
din-67-005-1,din-44,5,Mittelrain - ZOH - Reutenen (Direktlinie),3
din-67-006-1,din-44,6,Mittelrain - Ziegeläcker - ZOH - Mergelstetten - Reutenen - Klinikum,3
din-67-006a-1,din-44,6a,ZOB - Mergelstetten - Reutenen,3
din-67-060-1,din-44,60,Herbrechtingen - Heidenheim,3
din-67-061-1,din-44,61,Heidenheim - Bolheim - Herbrechtingen - Hürben - Burgberg - Hermaringen - Giengen,3
din-67-062-1,din-44,62,Staufen - Syrgenstein - Bachhagel - Giengen,3
din-67-063-1,din-44,63,Giengen - Industriepark A7 - Herbrechtingen,3
din-67-064-1,din-44,64,Herbrechtingen - Hürben - Hausen - Bissingen - Stetten,3
din-67-065-1,din-44,65,Stadtlinienverkehr Giengen,3
din-67-068-1,din-44,68,Nattheim/Staufen - Oggenhausen - Heidenheim,3
din-67-007-1,din-44,7,Mittelrain - Galgenberg - ZOH - Klinikum - Reutenen,3
din-67-007a-1,din-44,7a,Mittelrain - Heckental - ZOB,3
din-72-021-1,din-51,21,Ehingen - Erbach - Ulm,3
din-72-223-1,din-51,223,Laupheim - Munderkingen,3
din-72-225-1,din-51,225,Laupheim - Rißtissen - Ehingen,3
din-72-231-1,din-51,231,Ehingen - Ringingen - Erbach,3
din-72-232-1,din-51,232,Stadtverkehr  Erbach - Dellmensingen - Ersingen,3
din-72-239-1,din-51,239,Schülerverkehr Erbach zurück,3
din-72-250-1,din-51,250,Biberach - Ochsenhausen - Memmingen,3
din-72-250X-1,din-51,X250,Memmingen - Ochsenhausen - Biberach,3
din-72-251-1,din-51,251,Erolzheim - Kirchberg - Kellmünz - Erolzheim,3
din-72-252-1,din-51,252,Biberach - Warthausen - Maselheim - Gutenzell - Ochsenhausen,3
din-72-252e-1,din-51,252E,Linienbedarfsverkehr Ochsenhausen - Gutenzell,3
din-72-253-1,din-51,253,Biberach - Füramoos - Ochsenhausen,3
din-72-253e-1,din-51,253E,Linienbedarfsverkehr Ochsenhausen - Steinhausen,3
din-72-254-1,din-51,254,Ortslinienverkehr Ochsenhausen,3
din-72-255-1,din-51,255,Memmingen - Rot an der Rot - Ochsenhausen,3
din-72-255e-1,din-51,255E,Linienbedarfsverkehr Egelsee - Tannheim,3
din-72-301-1,din-51,301,Stadtbus Ehingen Stadtmitte - Längenfeld - Stadtmitte,3
din-72-302-1,din-51,302,Stadtbus Ehingen Stadtmitte - Stoffelberg - Stadtmitte,3
din-72-303-1,din-51,303,Stadtbus Ehingen Stadtmitte - Berkach - Stadtmitte,3
din-72-304-1,din-51,304,Stadtbus Ehingen Stadtmitte - Nasgenstadt - Stadtmitte,3
din-72-314-1,din-51,314,Ennahofen - Allmendingen - Hausen - Ehingen und zurück,3
din-72-315-1,din-51,315,Ehingen - Rottenacker - Hundersingen,3
din-72-317-1,din-51,317,Rottenacker - Volkersheim - Ehingen,3
din-72-319-1,din-51,319,Ehingen - Dächingen - Ehingen,3
din-72-320-1,din-51,320,Riedlingen - Munderkingen - Ehingen,3
din-72-331-1,din-51,331,Ehingen - Münsingen,3
din-72-336-1,din-51,336,Allmendingen - Schwörzkirch - Ehingen,3
