origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider,origin_city,destination_city,distance_km,co2_kg,airport_origin_name,airport_dest_name
Gare de Folligny,Gare de Argentan,Avion,48.883099,-1.56417,48.709456,0.002856,,,,airports,OurAirports,Gare de Folligny,Gare de Argentan,116.39252773821963,74.66990487250939,Granville Airport,Argentan Airfield
Gare de Folligny,Gare de Verneuil-sur-Avre,Avion,48.883099,-1.56417,48.611944,0.841944,,,,airports,OurAirports,Gare de Folligny,Gare de Verneuil-sur-Avre,178.96512873244777,114.81243167090511,Granville Airport,Le Buternay Airfield
Gare de La Bonneville-sur-Iton,Gare de Caen,Avion,49.028702,1.21986,49.17678,-0.454883,,,,airports,OurAirports,Gare de La Bonneville-sur-Iton,Gare de Caen,123.02520634281758,78.92500174238026,Évreux-Fauville (BA 105) Air Base,Caen Carpiquet airport
Gare de La Chaize-le-Vicomte,Gare de Langeais,Avion,46.7019,-1.37863,47.418534,0.323495,,,,airports,OurAirports,Gare de La Chaize-le-Vicomte,Gare de Langeais,151.56648552088612,97.23523730973017,La Roche-sur-Yon Les Ajoncs Airport,Hommes Volants Ultralight Airfield
Gare de Le Mans,Gare de Chartres,Avion,47.948604,0.201702,48.457502,1.519843,,,,airports,OurAirports,Gare de Le Mans,Gare de Chartres,112.89169088504315,72.42399476229339,Le Mans-Arnage Airport,Chartres-Métropole Airfield
Gare de Le Mans,Gare de La Baule-Escoublac,Avion,47.948604,0.201702,47.289398,-2.34639,,,,airports,OurAirports,Gare de Le Mans,Gare de La Baule-Escoublac,204.55488417657855,82.4402280106919,Le Mans-Arnage Airport,La Baule-Escoublac Airport
Gare de Le Pouliguen,Gare de Angers Saint-Laud,Avion,47.289398,-2.34639,47.565556,-0.549722,,,,airports,OurAirports,Gare de Le Pouliguen,Gare de Angers Saint-Laud,138.5969382144863,88.91481603847376,La Baule-Escoublac Airport,Soulaire Airfield
Gare de Le Vieux Briollay,Gare de La Baule les Pins,Avion,47.565556,-0.549722,47.289398,-2.34639,,,,airports,OurAirports,Gare de Le Vieux Briollay,Gare de La Baule les Pins,138.5969382144863,88.91481603847376,Soulaire Airfield,La Baule-Escoublac Airport
Gare de Lisieux,Gare de Valognes,Avion,49.124774,0.142758,49.650101,-1.47028,,,,airports,OurAirports,Gare de Lisieux,Gare de Valognes,130.5473218755528,83.75070371985288,La Boissière Airfield,Cherbourg Manche airport
Gare de Lison,Gare de Rennes,Avion,49.30083,-0.81183,48.0695,-1.73479,,,,airports,OurAirports,Gare de Lison,Gare de Rennes,152.7620805551328,98.00225362261612,Mosles Airfield,Rennes-Saint-Jacques Airport
Gare de Lorient,Gare de Rennes,Avion,47.760601,-3.44,48.0695,-1.73479,,,,airports,OurAirports,Gare de Lorient,Gare de Rennes,131.63988826574874,84.45162352981112,Lorient South Brittany (Bretagne Sud) Airport,Rennes-Saint-Jacques Airport
Gare de Meung-sur-Loire,Gare de Batz-sur-Mer,Avion,47.836706,1.617899,47.289398,-2.34639,,,,airports,OurAirports,Gare de Meung-sur-Loire,Gare de Batz-sur-Mer,303.5734755013084,122.34695171943295,Cravant Les Lilas Airfield,La Baule-Escoublac Airport
Gare de Montreuil-Bellay,Gare de La Roche-sur-Yon,Avion,47.17962,-0.15915,46.7019,-1.37863,,,,airports,OurAirports,Gare de Montreuil-Bellay,Gare de La Roche-sur-Yon,106.73646035430846,68.47519764335769,Cizay-la-Madeleine UL,La Roche-sur-Yon Les Ajoncs Airport
Gare de Nantes,Gare de Brest,Avion,47.153198,-1.61073,48.447899,-4.41854,,,,airports,OurAirports,Gare de Nantes,Gare de Brest,254.3501684540715,102.50884972177289,Nantes Atlantique Airport,Brest Bretagne airport
Gare de Paris Saint-Lazare,Gare de Le Havre,Avion,48.962276,2.436539,49.534038,0.088406,,,,airports,OurAirports,Gare de Paris Saint-Lazare,Gare de Le Havre,181.90395692403064,116.69779343567143,Paris-Le Bourget International Airport,Le Havre-Octeville Airport
Gare de Paris Saint-Lazare,Gare de Lisieux,Avion,48.962276,2.436539,49.124774,0.142758,,,,airports,OurAirports,Gare de Paris Saint-Lazare,Gare de Lisieux,168.15302099546585,107.8760838496123,Paris-Le Bourget International Airport,La Boissière Airfield
Gare de Pornichet,Gare de Sablé-sur-Sarthe,Avion,47.289398,-2.34639,47.7775,-0.514167,,,,airports,OurAirports,Gare de Pornichet,Gare de Sablé-sur-Sarthe,147.86859167234084,94.8629081983585,La Baule-Escoublac Airport,Solib'Ailes Airfield
Gare de Rambouillet,Gare de Champagné,Avion,48.582222,1.728889,47.948604,0.201702,,,,airports,OurAirports,Gare de Rambouillet,Gare de Champagné,133.19751668832168,85.45089700896287,La Fontaine au Berger Airfield,Le Mans-Arnage Airport
Gare de Redon,Gare de Quimperlé,Avion,47.699402,-2.03667,47.912079,-3.565698,,,,airports,OurAirports,Gare de Redon,Gare de Quimperlé,116.61431796062207,74.81219110969543,Redon Bains-sur-Oust Airfield,Mellac Ultralight Airfield
Gare de Rennes,Gare de Audrieu,Avion,48.0695,-1.73479,49.17678,-0.454883,,,,airports,OurAirports,Gare de Rennes,Gare de Audrieu,154.94486891600232,99.40258921485902,Rennes-Saint-Jacques Airport,Caen Carpiquet airport
Gare de Rennes,Gare de Hennebont,Avion,48.0695,-1.73479,47.760601,-3.44,,,,airports,OurAirports,Gare de Rennes,Gare de Hennebont,131.63988826574874,84.45162352981112,Rennes-Saint-Jacques Airport,Lorient South Brittany (Bretagne Sud) Airport
Gare de Saint-Nazaire,Gare de Blois - Chambord,Avion,47.31142,-2.152634,47.506944,1.232778,,,,airports,OurAirports,Gare de Saint-Nazaire,Gare de Blois - Chambord,255.66465896990678,103.03861902197599,Saint-Nazaire-Montoir Airport,Chouzy-sur-Cisse Airfield
Gare de Saint-Pierre-des-Corps,Gare de La Baule-Escoublac,Avion,47.432201,0.727606,47.289398,-2.34639,,,,airports,OurAirports,Gare de Saint-Pierre-des-Corps,Gare de La Baule-Escoublac,232.0655244716036,93.52763600767815,Tours Val de Loire Airport,La Baule-Escoublac Airport
Gare de Saumur,Gare de La Baule les Pins,Avion,47.256802,-0.115142,47.289398,-2.34639,,,,airports,OurAirports,Gare de Saumur,Gare de La Baule les Pins,168.37261114321973,108.0169586614439,Aérodrome de Saumur - Saint-Florent,La Baule-Escoublac Airport
Gare de Savenay,Gare de Blois - Chambord,Avion,47.420833,-2.011944,47.506944,1.232778,,,,airports,OurAirports,Gare de Savenay,Gare de Blois - Chambord,244.088347619429,98.37310467311144,Campbon La Berthelière Airfield,Chouzy-sur-Cisse Airfield
Gare de Versailles Chantiers,Gare de La Ferté-Bernard,Avion,48.812459,2.067533,48.300556,0.581111,,,,airports,OurAirports,Gare de Versailles Chantiers,Gare de La Ferté-Bernard,123.31680112880906,79.11207006501584,Saint-Cyr-l'École Airport,BELLEME St Germain de la Coudr Airfield
Gare de Vitré,Gare de La Baule-Escoublac,Avion,48.001667,-1.352222,47.289398,-2.34639,,,,airports,OurAirports,Gare de Vitré,Gare de La Baule-Escoublac,108.71588505831791,69.74506828903272,Moulins le Haut Bois Airfield,La Baule-Escoublac Airport
Gare de Vitré,Gare de Pornichet,Avion,48.001667,-1.352222,47.289398,-2.34639,,,,airports,OurAirports,Gare de Vitré,Gare de Pornichet,108.71588505831791,69.74506828903272,Moulins le Haut Bois Airfield,La Baule-Escoublac Airport
Gare de Amboise,Gare de Ancenis,Avion,47.339771,0.945861,47.4081,-1.1775,,,,airports,OurAirports,Gare de Amboise,Gare de Ancenis,160.0696042377475,102.69028737218537,Amboise Dierre Airfield,Ancenis Airfield
Gare de Amboise,Gare de Saint-Nazaire,Avion,47.339771,0.945861,47.31142,-2.152634,,,,airports,OurAirports,Gare de Amboise,Gare de Saint-Nazaire,233.543792757275,94.12341143989187,Amboise Dierre Airfield,Saint-Nazaire-Montoir Airport
Gare de Ancenis,Gare de Meung-sur-Loire,Avion,47.4081,-1.1775,47.836706,1.617899,,,,airports,OurAirports,Gare de Ancenis,Gare de Meung-sur-Loire,214.8455924355438,86.5876153423396,Ancenis Airfield,Cravant Les Lilas Airfield
Gare de Angers Maître École,Gare de La Baule les Pins,Avion,47.565556,-0.549722,47.289398,-2.34639,,,,airports,OurAirports,Gare de Angers Maître École,Gare de La Baule les Pins,138.5969382144863,88.91481603847376,Soulaire Airfield,La Baule-Escoublac Airport
Gare de Beaugency,Gare de Pornichet,Avion,47.749467,1.578984,47.289398,-2.34639,,,,airports,OurAirports,Gare de Beaugency,Gare de Pornichet,299.1453042035859,120.56229889667506,Beaugency Airfield,La Baule-Escoublac Airport
Gare de Blois - Chambord,Gare de Nantes,Avion,47.506944,1.232778,47.153198,-1.61073,,,,airports,OurAirports,Gare de Blois - Chambord,Gare de Nantes,217.86783828874903,87.80564852813012,Chouzy-sur-Cisse Airfield,Nantes Atlantique Airport
Gare de Chartres,Gare de Noyen,Avion,48.457502,1.519843,47.69261,-0.002198,,,,airports,OurAirports,Gare de Chartres,Gare de Noyen,141.49153872407433,90.77180418792763,Chartres-Métropole Airfield,La Flèche-Thorée-les-Pins Airfield
Gare de Cherbourg,Gare de Évreux Normandie,Avion,49.650101,-1.47028,49.028702,1.21986,,,,airports,OurAirports,Gare de Cherbourg,Gare de Évreux Normandie,206.77721574712803,83.33587771433479,Cherbourg Manche airport,Évreux-Fauville (BA 105) Air Base
Gare de Château-du-Loir,Gare de Sées,Avion,47.633333,0.452222,48.709456,0.002856,,,,airports,OurAirports,Gare de Château-du-Loir,Gare de Sées,124.21217759339369,79.68648559438716,Saint-Pierre-de-Chevillé Airfield,Argentan Airfield
Gare de Châteaubourg,Gare de Conlie,Avion,48.1875,-1.496389,48.195278,0.099444,,,,airports,OurAirports,Gare de Châteaubourg,Gare de Conlie,118.29612564047245,75.89112995489972,La Baillée sous Champ Fleu Airfield,Assé le Riboul Airfield
Gare de Cinq-Mars-la-Pile,Gare de La Roche-sur-Yon,Avion,47.418534,0.323495,46.7019,-1.37863,,,,airports,OurAirports,Gare de Cinq-Mars-la-Pile,Gare de La Roche-sur-Yon,151.56648552088612,97.23523730973017,Hommes Volants Ultralight Airfield,La Roche-sur-Yon Les Ajoncs Airport
Gare de Condé-sur-Huisne,Gare de Angers Saint-Laud,Avion,48.39361,1.05753,47.565556,-0.549722,,,,airports,OurAirports,Gare de Condé-sur-Huisne,Gare de Angers Saint-Laud,150.95791082170976,96.84481521152195,Champrond Le Petit Bois Landry Ultralight Airfield,Soulaire Airfield
Gare de Gazeran,Gare de Saint-Mars-la-Brière,Avion,48.582222,1.728889,47.948604,0.201702,,,,airports,OurAirports,Gare de Gazeran,Gare de Saint-Mars-la-Brière,133.19751668832168,85.45089700896287,La Fontaine au Berger Airfield,Le Mans-Arnage Airport
Gare de Granville,Gare de Argentan,Avion,48.883099,-1.56417,48.709456,0.002856,,,,airports,OurAirports,Gare de Granville,Gare de Argentan,116.39252773821963,74.66990487250939,Granville Airport,Argentan Airfield
Gare de L'Aigle,Gare de Paris Montparnasse Hall 1 - 2,Avion,48.758502,0.656632,48.774406,2.203102,,,,airports,OurAirports,Gare de L'Aigle,Gare de Paris Montparnasse Hall 1 - 2,113.355569881831,72.72158947250028,L'Aigle-Saint-Michel Airfield,Vélizy-Villacoublay Air Base
Gare de La Ferté-Bernard,Gare de Le Vieux Briollay,Avion,48.300556,0.581111,47.565556,-0.549722,,,,airports,OurAirports,Gare de La Ferté-Bernard,Gare de Le Vieux Briollay,117.37365841361003,75.2993347476271,BELLEME St Germain de la Coudr Airfield,Soulaire Airfield
Gare de La Loupe,Gare de Sablé-sur-Sarthe,Avion,48.506027,0.991064,47.7775,-0.514167,,,,airports,OurAirports,Gare de La Loupe,Gare de Sablé-sur-Sarthe,137.9680061863285,88.51133399691656,Fontaine Simon Airfield,Solib'Ailes Airfield
Gare de La Suze,Gare de Batz-sur-Mer,Avion,47.948604,0.201702,47.289398,-2.34639,,,,airports,OurAirports,Gare de La Suze,Gare de Batz-sur-Mer,204.55488417657855,82.4402280106919,Le Mans-Arnage Airport,La Baule-Escoublac Airport
Gare de La Suze,Gare de Le Pouliguen,Avion,47.948604,0.201702,47.289398,-2.34639,,,,airports,OurAirports,Gare de La Suze,Gare de Le Pouliguen,204.55488417657855,82.4402280106919,Le Mans-Arnage Airport,La Baule-Escoublac Airport
Gare de Lamballe,Gare de Brest,Avion,48.538628,-2.853518,48.447899,-4.41854,,,,airports,OurAirports,Gare de Lamballe,Gare de Brest,115.76449294965802,74.26699844174611,Saint-Brieuc-Armor Airport,Brest Bretagne airport
Gare de Le Croisic,Gare de Sablé-sur-Sarthe,Avion,47.289398,-2.34639,47.7775,-0.514167,,,,airports,OurAirports,Gare de Le Croisic,Gare de Sablé-sur-Sarthe,147.86859167234084,94.8629081983585,La Baule-Escoublac Airport,Solib'Ailes Airfield
Gare de Le Pouliguen,Gare de Orléans,Avion,47.289398,-2.34639,47.903611,2.067778,,,,airports,OurAirports,Gare de Le Pouliguen,Gare de Orléans,337.9140180492338,108.12201520054764,La Baule-Escoublac Airport,Mardié Airfield
Gare de Le Vieux Briollay,Gare de Savenay,Avion,47.565556,-0.549722,47.420833,-2.011944,,,,airports,OurAirports,Gare de Le Vieux Briollay,Gare de Savenay,111.0302148352589,71.22979233142547,Soulaire Airfield,Campbon La Berthelière Airfield
Gare de Lisieux,Gare de Carentan,Avion,49.124774,0.142758,49.202276,-1.507983,,,,airports,OurAirports,Gare de Lisieux,Gare de Carentan,120.33297763804676,77.19784223148439,La Boissière Airfield,Lessay Airfield
Gare de Lorient,Gare de Brest,Avion,47.760601,-3.44,48.447899,-4.41854,,,,airports,OurAirports,Gare de Lorient,Gare de Brest,105.45016307629845,67.6499926473566,Lorient South Brittany (Bretagne Sud) Airport,Brest Bretagne airport
Gare de Montlouis,Gare de Nantes,Avion,47.432201,0.727606,47.153198,-1.61073,,,,airports,OurAirports,Gare de Montlouis,Gare de Nantes,179.0541250058952,114.86952591399326,Tours Val de Loire Airport,Nantes Atlantique Airport
Gare de Morlaix,Gare de Montauban-de-Bretagne,Avion,48.6031990051,-3.81577992439,48.098333,-2.076389,,,,airports,OurAirports,Gare de Morlaix,Gare de Montauban-de-Bretagne,140.2554919359009,89.97883665054013,Morlaix-Ploujean Airport,Queneleuc Airfield
Gare de Nantes,Gare de Auray,Avion,47.153198,-1.61073,47.723301,-2.71856,,,,airports,OurAirports,Gare de Nantes,Gare de Auray,104.69258996271121,67.16398281988076,Nantes Atlantique Airport,Vannes-Meucon Airport
Gare de Nantes,Gare de Saint-Pierre-des-Corps,Avion,47.153198,-1.61073,47.432201,0.727606,,,,airports,OurAirports,Gare de Nantes,Gare de Saint-Pierre-des-Corps,179.0541250058952,114.86952591399326,Nantes Atlantique Airport,Tours Val de Loire Airport
Gare de Neuville,Gare de Mézidon - Canon,Avion,47.948604,0.201702,49.02,-0.198333,,,,airports,OurAirports,Gare de Neuville,Gare de Mézidon - Canon,122.72744809943227,78.73397934480339,Le Mans-Arnage Airport,Rouvres Airfield
Gare de Onzain - Chaumont-sur-Loire,Gare de La Baule les Pins,Avion,47.506944,1.232778,47.289398,-2.34639,,,,airports,OurAirports,Gare de Onzain - Chaumont-sur-Loire,Gare de La Baule les Pins,270.4555516033589,108.99968206914752,Chouzy-sur-Cisse Airfield,La Baule-Escoublac Airport
Gare de Paris Saint-Lazare,Gare de Auffay,Avion,48.962276,2.436539,49.805556,0.973333,,,,airports,OurAirports,Gare de Paris Saint-Lazare,Gare de Auffay,141.45464242521308,90.74813391304268,Paris-Le Bourget International Airport,Lammerville Airfield
Gare de Pontchâteau,Gare de Quimper,Avion,47.420833,-2.011944,47.973031,-4.169655,,,,airports,OurAirports,Gare de Pontchâteau,Gare de Quimper,172.75507222764418,110.82846175911217,Campbon La Berthelière Airfield,Quimper-Cornouaille Airport
Gare de Pornichet,Gare de Beaugency,Avion,47.289398,-2.34639,47.749467,1.578984,,,,airports,OurAirports,Gare de Pornichet,Gare de Beaugency,299.1453042035859,120.56229889667506,La Baule-Escoublac Airport,Beaugency Airfield
Gare de Rennes,Gare de Conlie,Avion,48.0695,-1.73479,48.195278,0.099444,,,,airports,OurAirports,Gare de Rennes,Gare de Conlie,136.836890628061,87.78568353827536,Rennes-Saint-Jacques Airport,Assé le Riboul Airfield
Gare de Rennes,Gare de Coutances,Avion,48.0695,-1.73479,49.202276,-1.507983,,,,airports,OurAirports,Gare de Rennes,Gare de Coutances,127.05658843460066,81.51127530433276,Rennes-Saint-Jacques Airport,Lessay Airfield
Gare de Sainte-Gauburge,Gare de Villedieu-les-Poêles,Avion,48.758502,0.656632,48.662255,-1.403685,,,,airports,OurAirports,Gare de Sainte-Gauburge,Gare de Villedieu-les-Poêles,151.54676862403713,97.22258822614461,L'Aigle-Saint-Michel Airfield,Avranches Le Val-Saint-Père Airfield
Gare de Savenay,Gare de Saint-Pierre-des-Corps,Avion,47.420833,-2.011944,47.432201,0.727606,,,,airports,OurAirports,Gare de Savenay,Gare de Saint-Pierre-des-Corps,206.08213586487147,83.0557448580134,Campbon La Berthelière Airfield,Tours Val de Loire Airport
Gare de Tiercé,Gare de Le Croisic,Avion,47.580399,-0.412269,47.289398,-2.34639,,,,airports,OurAirports,Gare de Tiercé,Gare de Le Croisic,149.02635201568273,95.6056522248216,Aérodrome privé de Soucelles,La Baule-Escoublac Airport
Gare de Tours,Gare de Savenay,Avion,47.432201,0.727606,47.420833,-2.011944,,,,airports,OurAirports,Gare de Tours,Gare de Savenay,206.08213586487147,83.0557448580134,Tours Val de Loire Airport,Campbon La Berthelière Airfield
Gare de Écommoy,Gare de Saint-Pierre-sur-Dives,Avion,47.948604,0.201702,49.02,-0.198333,,,,airports,OurAirports,Gare de Écommoy,Gare de Saint-Pierre-sur-Dives,122.72744809943227,78.73397934480339,Le Mans-Arnage Airport,Rouvres Airfield
Gare de Étriché - Châteauneuf,Gare de La Baule-Escoublac,Avion,47.580399,-0.412269,47.289398,-2.34639,,,,airports,OurAirports,Gare de Étriché - Châteauneuf,Gare de La Baule-Escoublac,149.02635201568273,95.6056522248216,Aérodrome privé de Soucelles,La Baule-Escoublac Airport
Gare de Batz-sur-Mer,Gare de Onzain - Chaumont-sur-Loire,Avion,47.289398,-2.34639,47.506944,1.232778,,,,airports,OurAirports,Gare de Batz-sur-Mer,Gare de Onzain - Chaumont-sur-Loire,270.4555516033589,108.99968206914752,La Baule-Escoublac Airport,Chouzy-sur-Cisse Airfield
Gare de Brest,Gare de Guingamp,Avion,48.447899,-4.41854,48.723882,-3.027055,,,,airports,OurAirports,Gare de Brest,Gare de Guingamp,106.8505454107375,68.54838722413638,Brest Bretagne airport,Kerfot Ultralight Airfield
Gare de Brest,Gare de Lorient,Avion,48.447899,-4.41854,47.760601,-3.44,,,,airports,OurAirports,Gare de Brest,Gare de Lorient,105.45016307629845,67.6499926473566,Brest Bretagne airport,Lorient South Brittany (Bretagne Sud) Airport
Gare de Brest,Gare de Quédillac,Avion,48.447899,-4.41854,48.098333,-2.076389,,,,airports,OurAirports,Gare de Brest,Gare de Quédillac,177.63753712332235,113.96073490746774,Brest Bretagne airport,Queneleuc Airfield
Gare de Bretoncelles,Gare de Morannes,Avion,48.506027,0.991064,47.7775,-0.514167,,,,airports,OurAirports,Gare de Bretoncelles,Gare de Morannes,137.9680061863285,88.51133399691656,Fontaine Simon Airfield,Solib'Ailes Airfield
Gare de Bretoncelles,Gare de Étriché - Châteauneuf,Avion,48.506027,0.991064,47.580399,-0.412269,,,,airports,OurAirports,Gare de Bretoncelles,Gare de Étriché - Châteauneuf,146.547199433211,94.01518854906095,Fontaine Simon Airfield,Aérodrome privé de Soucelles
Gare de Caen,Gare de Dol-de-Bretagne,Avion,49.17678,-0.454883,48.474167,-1.591111,,,,airports,OurAirports,Gare de Caen,Gare de Dol-de-Bretagne,114.11361814716966,73.20790412655536,Caen Carpiquet airport,Le Haut des Places Airfield
Gare de Caen,Gare de Tours,Avion,49.17678,-0.454883,47.432201,0.727606,,,,airports,OurAirports,Gare de Caen,Gare de Tours,212.78622175539462,85.75764254988611,Caen Carpiquet airport,Tours Val de Loire Airport
Gare de Chartres,Gare de Angers Maître École,Avion,48.457502,1.519843,47.565556,-0.549722,,,,airports,OurAirports,Gare de Chartres,Gare de Angers Maître École,183.12120217497912,117.47869912490316,Chartres-Métropole Airfield,Soulaire Airfield
Gare de Clères,Gare de Paris Saint-Lazare,Avion,49.601111,0.9875,48.962276,2.436539,,,,airports,OurAirports,Gare de Clères,Gare de Paris Saint-Lazare,126.85804689361444,81.38390391489077,Pavilly Airfield,Paris-Le Bourget International Airport
