trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:28:00,22:32:00,de:08116:2006:1:1,17,,0,0,13019.01
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:32:00,22:32:00,de:08116:2008:2:3,18,,0,0,13200.97
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:33:00,22:33:00,de:08116:2077:2:4,19,,0,0,13390.63
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:34:00,22:34:00,de:08116:2012:0:4,20,,0,0,13732.42
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:35:00,22:35:00,de:08116:2079:0:4,21,,0,0,14025.84
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:39:00,22:39:00,de:08111:2093:0:4,22,,0,0,15868.02
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:40:00,22:40:00,de:08111:2037:0:4,23,,0,0,16254.3
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:41:00,22:42:00,de:08111:2039:2:4,24,,0,0,16727.99
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:43:00,22:43:00,de:08111:2553:0:4,25,,0,0,17246.37
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:44:00,22:44:00,de:08111:2554:0:4,26,,0,0,17726.55
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:45:00,22:45:00,de:08111:6554:3:4,27,,0,0,18159.58
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:46:00,22:46:00,de:08111:2555:0:4,28,,0,0,18606.77
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:47:00,22:47:00,de:08111:2556:0:4,29,,0,0,19050.9
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:48:00,22:48:00,de:08111:2557:0:4,30,,0,0,19612.99
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:50:00,22:50:00,de:08111:2558:2:4,31,,0,0,20152.41
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:51:00,22:51:00,de:08111:2576:0:4,32,,0,0,20532.8
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:52:00,22:52:00,de:08111:2573:0:4,33,,0,0,21354.36
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:53:00,22:53:00,de:08111:2572:0:4,34,,0,0,21836.5
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:55:00,22:55:00,de:08111:6571:0:4,35,,0,0,23450.99
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:56:00,22:56:00,de:08111:3309:0:4,36,,0,0,23941.95
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:56:00,22:56:00,de:08111:3308:0:4,37,,0,0,24160.06
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:58:00,22:58:00,de:08111:2567:0:4,38,,0,0,24918.02
vvs-30-074-1-1-3-R-2-Special#488-110-130,22:59:00,22:59:00,de:08111:6184:1:4,39,,0,0,25194.42
vvs-30-074-1-1-3-R-2-Special#488-110-130,23:03:00,23:03:00,de:08111:6163:1:13,40,,0,0,25712.22
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:02:00,22:02:00,de:08116:2931:3:5,1,,0,0,0.0
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:03:00,22:03:00,de:08116:2813:0:4,2,,0,0,700.03
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:04:00,22:04:00,de:08116:2927:1:4,3,,0,0,971.96
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:06:00,22:06:00,de:08116:2926:0:4,4,,0,0,1769.72
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:07:00,22:07:00,de:08116:2925:0:4,5,,0,0,2180.56
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:08:00,22:08:00,de:08116:2924:1:4,6,,0,0,2771.77
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:10:00,22:10:00,de:08116:2923:0:4,7,,0,0,3824.96
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:11:00,22:11:00,de:08116:2921:1:4,8,,0,0,4548.15
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:12:00,22:12:00,de:08116:2920:0:4,9,,0,0,5238.83
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:13:00,22:13:00,de:08116:2919:0:4,10,,0,0,5613.35
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:14:00,22:14:00,de:08116:2918:0:4,11,,0,0,6114.13
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:17:00,22:17:00,de:08116:2032:0:4,12,,0,0,8429.24
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:18:00,22:18:00,de:08116:2085:0:4,13,,0,0,9703.77
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:19:00,22:19:00,de:08116:2033:0:4,14,,0,0,10077.82
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:20:00,22:20:00,de:08116:2036:1:4,15,,0,0,10391.79
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:22:00,22:22:00,de:08116:2009:0:4,16,,0,0,11331.54
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:28:00,22:32:00,de:08116:2006:1:1,17,,0,0,13019.01
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:33:00,22:33:00,de:08116:2008:2:3,18,,0,0,13200.97
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:34:00,22:34:00,de:08116:2077:2:4,19,,0,0,13390.63
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:35:00,22:35:00,de:08116:2012:0:4,20,,0,0,13732.42
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:36:00,22:36:00,de:08116:2079:0:4,21,,0,0,14025.84
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:39:00,22:40:00,de:08111:2093:0:4,22,,0,0,15868.02
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:40:00,22:41:00,de:08111:2037:0:4,23,,0,0,16254.3
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:42:00,22:42:00,de:08111:2039:2:4,24,,0,0,16727.99
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:43:00,22:43:00,de:08111:2553:0:4,25,,0,0,17246.37
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:44:00,22:44:00,de:08111:2554:0:4,26,,0,0,17726.55
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:45:00,22:45:00,de:08111:6554:3:4,27,,0,0,18159.58
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:46:00,22:46:00,de:08111:2555:0:4,28,,0,0,18606.77
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:47:00,22:47:00,de:08111:2556:0:4,29,,0,0,19050.9
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:49:00,22:49:00,de:08111:2557:0:4,30,,0,0,19612.99
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:50:00,22:50:00,de:08111:2558:2:4,31,,0,0,20152.41
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:51:00,22:51:00,de:08111:2576:0:4,32,,0,0,20532.8
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:52:00,22:52:00,de:08111:2573:0:4,33,,0,0,21354.36
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:53:00,22:53:00,de:08111:2572:0:4,34,,0,0,21836.5
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:55:00,22:55:00,de:08111:6571:0:4,35,,0,0,23450.99
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:56:00,22:56:00,de:08111:3309:0:4,36,,0,0,23941.95
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:57:00,22:57:00,de:08111:3308:0:4,37,,0,0,24160.06
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:58:00,22:58:00,de:08111:2567:0:4,38,,0,0,24918.02
vvs-30-074-1-1-3-R-2-Special#124-59-131,22:59:00,22:59:00,de:08111:6184:1:4,39,,0,0,25194.42
vvs-30-074-1-1-3-R-2-Special#124-59-131,23:03:00,23:03:00,de:08111:6163:1:13,40,,0,0,25712.22
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:01:00,23:01:00,de:08116:2931:3:5,1,,0,0,0.0
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:03:00,23:03:00,de:08116:2813:0:4,2,,0,0,700.03
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:04:00,23:04:00,de:08116:2927:1:4,3,,0,0,971.96
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:06:00,23:06:00,de:08116:2926:0:4,4,,0,0,1769.72
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:07:00,23:07:00,de:08116:2925:0:4,5,,0,0,2180.56
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:08:00,23:08:00,de:08116:2924:1:4,6,,0,0,2771.77
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:09:00,23:09:00,de:08116:2923:0:4,7,,0,0,3824.96
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:10:00,23:10:00,de:08116:2921:1:4,8,,0,0,4548.15
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:12:00,23:12:00,de:08116:2920:0:4,9,,0,0,5238.83
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:13:00,23:13:00,de:08116:2919:0:4,10,,0,0,5613.35
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:14:00,23:14:00,de:08116:2918:0:4,11,,0,0,6114.13
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:17:00,23:17:00,de:08116:2032:0:4,12,,0,0,8429.24
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:18:00,23:18:00,de:08116:2085:0:4,13,,0,0,9703.77
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:19:00,23:19:00,de:08116:2033:0:4,14,,0,0,10077.82
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:20:00,23:20:00,de:08116:2036:1:4,15,,0,0,10391.79
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:22:00,23:22:00,de:08116:2009:0:4,16,,0,0,11331.54
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:28:00,23:32:00,de:08116:2006:1:1,17,,0,0,13019.01
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:32:00,23:32:00,de:08116:2008:2:3,18,,0,0,13200.97
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:33:00,23:33:00,de:08116:2077:2:4,19,,0,0,13390.63
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:34:00,23:34:00,de:08116:2012:0:4,20,,0,0,13732.42
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:35:00,23:35:00,de:08116:2079:0:4,21,,0,0,14025.84
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:39:00,23:39:00,de:08111:2093:0:4,22,,0,0,15868.02
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:40:00,23:40:00,de:08111:2037:0:4,23,,0,0,16254.3
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:41:00,23:42:00,de:08111:2039:2:4,24,,0,0,16727.99
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:43:00,23:43:00,de:08111:2553:0:4,25,,0,0,17246.37
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:44:00,23:44:00,de:08111:2554:0:4,26,,0,0,17726.55
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:45:00,23:45:00,de:08111:6554:3:4,27,,0,0,18159.58
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:46:00,23:46:00,de:08111:2555:0:4,28,,0,0,18606.77
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:47:00,23:47:00,de:08111:2556:0:4,29,,0,0,19050.9
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:48:00,23:48:00,de:08111:2557:0:4,30,,0,0,19612.99
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:50:00,23:50:00,de:08111:2558:2:4,31,,0,0,20152.41
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:51:00,23:51:00,de:08111:2576:0:4,32,,0,0,20532.8
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:52:00,23:52:00,de:08111:2573:0:4,33,,0,0,21354.36
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:53:00,23:53:00,de:08111:2572:0:4,34,,0,0,21836.5
vvs-30-074-1-1-3-R-2-Special#489-114-132,23:55:00,23:55:00,de:08111:6571:0:4,35,,0,0,23450.99
